хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2020-03-26,'002817,╩фи╫╫╨др,22.65,22.97,21.91,22.94,23.8,-1.15,-4.8319,5.0913,4412654,99411357.85,1963075500.0,1963075500.0
2020-03-25,'002817,╩фи╫╫╨др,23.8,26.33,23.76,26.3,25.6,-1.8,-7.0313,10.4371,9045850,224548255.81,2062746000.0,2062746000.0
2020-03-24,'002817,╩фи╫╫╨др,25.6,25.6,24.32,24.32,24.26,1.34,5.5235,6.1158,5300595,132051948.95,2218752000.0,2218752000.0
2020-03-23,'002817,╩фи╫╫╨др,24.26,24.35,23.77,23.8,24.0,0.26,1.0833,3.305,2864483,69166611.47,2102614200.0,2102614200.0
2020-03-20,'002817,╩фи╫╫╨др,24.0,24.0,23.22,23.34,23.3,0.7,3.0043,1.996,1729900,40718701.61,2080080000.0,2080080000.0
2020-03-19,'002817,╩фи╫╫╨др,23.3,23.3,22.82,23.08,23.2,0.1,0.431,1.5117,1310200,30185410.0,2019411000.0,2019411000.0
2020-03-18,'002817,╩фи╫╫╨др,23.2,23.38,23.01,23.1,23.04,0.16,0.6944,1.3818,1197600,27736312.0,2010744000.0,2010744000.0
2020-03-17,'002817,╩фи╫╫╨др,23.04,23.32,22.35,23.13,23.13,-0.09,-0.3891,1.3804,1196376,27232883.64,1996876800.0,1996876800.0
2020-03-16,'002817,╩фи╫╫╨др,23.13,23.99,22.72,23.34,23.35,-0.22,-0.9422,1.8777,1627400,38152330.5,2004677100.0,2004677100.0
2020-03-13,'002817,╩фи╫╫╨др,23.35,23.51,22.32,23.51,23.55,-0.2,-0.8493,1.8508,1604130,36919642.7,2023744500.0,2023744500.0
2020-03-12,'002817,╩фи╫╫╨др,23.55,24.0,23.43,24.0,23.95,-0.4,-1.6701,1.6047,1390825,32805389.5,2041078500.0,2041078500.0
2020-03-11,'002817,╩фи╫╫╨др,23.95,24.4,23.84,24.4,24.24,-0.29,-1.1964,1.6492,1429379,34436290.57,2075746500.0,2075746500.0
2020-03-10,'002817,╩фи╫╫╨др,24.24,24.39,23.5,24.02,24.35,-0.11,-0.4517,2.6135,2265092,54475742.54,2100880800.0,2100880800.0
2020-03-09,'002817,╩фи╫╫╨др,24.35,24.75,24.2,24.6,24.76,-0.41,-1.6559,2.4402,2114926,51721388.84,2110414500.0,2110414500.0
2020-03-06,'002817,╩фи╫╫╨др,24.76,24.97,24.41,24.6,24.75,0.01,0.0404,2.8004,2427134,60117453.3,2145949200.0,2145949200.0
2020-03-05,'002817,╩фи╫╫╨др,24.75,25.14,24.6,24.94,24.78,-0.03,-0.1211,3.125,2708404,67047605.33,2145082500.0,2145082500.0
2020-03-04,'002817,╩фи╫╫╨др,24.78,24.99,24.43,24.79,24.8,-0.02,-0.0806,3.4267,2969962,73484079.17,2147682600.0,2147682600.0
2020-03-03,'002817,╩фи╫╫╨др,24.8,25.36,24.45,24.7,24.76,0.04,0.1616,4.6591,4038067,99922797.34,2149416000.0,2149416000.0
2020-03-02,'002817,╩фи╫╫╨др,24.76,24.8,23.66,24.05,24.17,0.59,2.441,4.5479,3941699,96651516.35,2145949200.0,2145949200.0
2020-02-28,'002817,╩фи╫╫╨др,24.17,24.25,23.53,23.82,24.1,0.07,0.2905,2.1447,1858800,44510955.0,2094813900.0,2094813900.0
2020-02-27,'002817,╩фи╫╫╨др,24.1,24.44,23.87,24.44,24.29,-0.19,-0.7822,1.5468,1340639,32282713.93,2088747000.0,2088747000.0
2020-02-26,'002817,╩фи╫╫╨др,24.29,24.56,23.9,24.4,24.71,-0.42,-1.6997,2.2846,1980040,47953740.8,2105214300.0,2105214300.0
2020-02-25,'002817,╩фи╫╫╨др,24.71,25.19,24.18,25.1,25.05,-0.34,-1.3573,2.6794,2322266,57529722.81,2141615700.0,2141615700.0
2020-02-24,'002817,╩фи╫╫╨др,25.05,25.35,24.51,24.76,24.75,0.3,1.2121,2.8812,2497120,62569087.8,2171083500.0,2171083500.0
2020-02-21,'002817,╩фи╫╫╨др,24.75,24.87,24.41,24.71,24.76,-0.01,-0.0404,2.0823,1804713,44449199.34,2145082500.0,2145082500.0
2020-02-20,'002817,╩фи╫╫╨др,24.76,25.09,24.3,25.09,24.96,-0.2,-0.8013,3.4394,2980939,73408876.57,2145949200.0,2145949200.0
2020-02-19,'002817,╩фи╫╫╨др,24.96,27.8,24.75,26.89,25.82,-0.86,-3.3308,8.4545,7327478,188911714.97,2163283200.0,2163283200.0
2020-02-18,'002817,╩фи╫╫╨др,25.82,25.98,25.15,25.28,25.37,0.45,1.7737,3.8633,3348364,85612686.0,2237819400.0,2237819400.0
2020-02-17,'002817,╩фи╫╫╨др,25.37,25.46,24.02,24.02,23.95,1.42,5.929,4.1409,3588884,89910574.35,2198817900.0,2198817900.0
2020-02-14,'002817,╩фи╫╫╨др,23.95,24.48,22.96,23.15,23.17,0.78,3.3664,3.2167,2787877,66077721.69,2075746500.0,2075746500.0
2020-02-13,'002817,╩фи╫╫╨др,23.17,23.75,22.9,23.21,23.39,-0.22,-0.9406,2.4261,2102729,48757491.09,2008143900.0,2008143900.0
2020-02-12,'002817,╩фи╫╫╨др,23.39,23.44,22.6,22.64,22.77,0.62,2.7229,3.1935,2767838,63880147.16,2027211300.0,2027211300.0
2020-02-11,'002817,╩фи╫╫╨др,22.77,22.99,21.95,22.3,22.2,0.57,2.5676,4.2522,3685339,82845848.52,1973475900.0,1973475900.0
2020-02-10,'002817,╩фи╫╫╨др,22.2,22.45,21.88,22.38,22.4,-0.2,-0.8929,2.1306,1846552,40821688.65,1924074000.0,1924074000.0
2020-02-07,'002817,╩фи╫╫╨др,22.4,22.73,22.01,22.59,22.59,-0.19,-0.8411,2.9711,2575030,57526285.26,1941408000.0,1941408000.0
2020-02-06,'002817,╩фи╫╫╨др,22.59,23.05,21.7,22.19,22.18,0.41,1.8485,4.1142,3565778,80064728.18,1957875300.0,1957875300.0
2020-02-05,'002817,╩фи╫╫╨др,22.18,22.21,21.51,21.6,21.8,0.38,1.7431,4.3392,3760819,82401733.09,1922340600.0,1922340600.0
2020-02-04,'002817,╩фи╫╫╨др,21.8,22.09,18.65,20.8,20.72,1.08,5.2124,4.5992,3986160,83760171.5,1889406000.0,1889406000.0
2020-02-03,'002817,╩фи╫╫╨др,20.72,21.93,20.72,20.72,23.02,-2.3,-9.9913,3.2784,2841423,59349352.69,1795802400.0,1795802400.0
2020-01-23,'002817,╩фи╫╫╨др,23.02,24.26,22.5,24.1,24.19,-1.17,-4.8367,2.9509,2557541,59382812.08,1995143400.0,1995143400.0
2020-01-22,'002817,╩фи╫╫╨др,24.19,26.0,23.58,26.0,24.77,-0.58,-2.3415,3.8434,3331105,81079593.2,2096547300.0,2096547300.0
2020-01-21,'002817,╩фи╫╫╨др,24.77,25.2,24.5,25.0,24.97,-0.2,-0.801,2.6281,2277793,56575477.14,2146815900.0,2146815900.0
2020-01-20,'002817,╩фи╫╫╨др,24.97,25.07,24.63,24.89,24.8,0.17,0.6855,2.2679,1965583,48933352.29,2164149900.0,2164149900.0
2020-01-17,'002817,╩фи╫╫╨др,24.8,25.15,24.2,24.92,24.9,-0.1,-0.4016,2.6142,2265703,55810236.24,2149416000.0,2149416000.0
2020-01-16,'002817,╩фи╫╫╨др,24.9,25.46,24.63,24.9,25.05,-0.15,-0.5988,2.5721,2229252,55393703.26,2158083000.0,2158083000.0
2020-01-15,'002817,╩фи╫╫╨др,25.05,25.15,24.6,25.02,24.9,0.15,0.6024,3.277,2840166,70660199.5,2171083500.0,2171083500.0
2020-01-14,'002817,╩фи╫╫╨др,24.9,25.09,23.5,23.5,23.46,1.44,6.1381,5.348,4635109,113418472.92,2158083000.0,2158083000.0
2020-01-13,'002817,╩фи╫╫╨др,23.46,23.5,22.85,23.14,22.85,0.61,2.6696,3.6656,3176937,73368284.67,2033278200.0,2033278200.0
2020-01-10,'002817,╩фи╫╫╨др,22.85,22.95,22.76,22.9,22.84,0.01,0.0438,2.3981,2078400,47476904.0,1980409500.0,1980409500.0
2020-01-09,'002817,╩фи╫╫╨др,22.84,22.98,22.63,22.78,22.64,0.2,0.8834,1.794,1554839,35445734.54,1979542800.0,1979542800.0
2020-01-08,'002817,╩фи╫╫╨др,22.64,23.05,22.45,22.77,22.81,-0.17,-0.7453,2.5886,2243569,50947411.68,1962208800.0,1962208800.0
2020-01-07,'002817,╩фи╫╫╨др,22.81,23.15,22.62,22.85,22.82,-0.01,-0.0438,2.5952,2249239,51380406.52,1976942700.0,1976942700.0
2020-01-06,'002817,╩фи╫╫╨др,22.82,23.0,22.25,22.6,22.58,0.24,1.0629,2.421,2098260,47820297.25,1977809400.0,1977809400.0
2020-01-03,'002817,╩фи╫╫╨др,22.58,23.0,22.58,23.0,22.88,-0.3,-1.3112,1.9777,1714041,39003655.84,1957008600.0,1957008600.0
