»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'300030,—Ù∆’“Ω¡∆,9.88,10.15,9.41,9.41,9.53,0.35,3.6726,10.4463,32257866,316681685.52,3050902652.2,3050902652.2
2020-03-25,'300030,—Ù∆’“Ω¡∆,9.53,9.76,9.01,9.2,9.01,0.52,5.7714,8.0665,24908877,233680602.34,2942824116.95,2942824116.95
2020-03-24,'300030,—Ù∆’“Ω¡∆,9.01,9.49,8.57,9.37,9.22,-0.21,-2.2777,8.9233,27554812,247291729.39,2782250293.15,2782250293.15
2020-03-23,'300030,—Ù∆’“Ω¡∆,9.22,10.36,9.08,10.17,10.06,-0.84,-8.3499,9.4717,29248310,282469339.28,2847097414.3,2847097414.3
2020-03-20,'300030,—Ù∆’“Ω¡∆,10.06,10.21,9.82,9.95,9.88,0.18,1.8219,7.8994,24393151,245767363.27,3106485898.9,3106485898.9
2020-03-19,'300030,—Ù∆’“Ω¡∆,9.88,10.74,9.88,10.64,10.98,-1.1,-10.0182,11.7952,36422972,367379066.41,3050902652.2,3050902652.2
2020-03-18,'300030,—Ù∆’“Ω¡∆,10.98,11.72,10.98,11.3,11.6,-0.62,-5.3448,12.7347,39324337,440798353.14,3390578048.7,3390578048.7
2020-03-17,'300030,—Ù∆’“Ω¡∆,11.6,12.3,11.15,12.3,12.38,-0.78,-6.3005,17.153,52967823,607759076.57,3582031454.0,3582031454.0
2020-03-16,'300030,—Ù∆’“Ω¡∆,12.38,12.38,11.45,11.58,11.25,1.13,10.0444,19.2595,59472625,725113717.52,3822892189.7,3822892189.7
2020-03-13,'300030,—Ù∆’“Ω¡∆,11.25,12.23,11.2,11.31,12.24,-0.99,-8.0882,14.4565,44641068,515906326.64,3473952918.75,3473952918.75
2020-03-12,'300030,—Ù∆’“Ω¡∆,12.24,13.43,12.1,13.02,12.55,-0.31,-2.4701,16.218,50080611,633980526.06,3779660775.6,3779660775.6
2020-03-11,'300030,—Ù∆’“Ω¡∆,12.55,12.9,11.3,11.47,11.99,0.56,4.6706,17.7737,54884301,667916421.49,3875387478.25,3875387478.25
2020-03-10,'300030,—Ù∆’“Ω¡∆,11.99,12.97,11.85,12.7,13.17,-1.18,-8.9598,20.0937,62048639,755214585.87,3702461821.85,3702461821.85
2020-03-09,'300030,—Ù∆’“Ω¡∆,13.17,13.17,11.97,12.09,11.97,1.2,10.0251,21.4805,66330966,839606263.2,4066840883.55,4066840883.55
2020-03-06,'300030,—Ù∆’“Ω¡∆,11.97,12.14,10.97,11.05,11.06,0.91,8.2278,18.4893,57094229,669470855.98,3696285905.55,3696285905.55
2020-03-05,'300030,—Ù∆’“Ω¡∆,11.06,11.4,10.65,11.08,11.09,-0.03,-0.2705,10.4362,32226614,356006506.8,3415281713.9,3415281713.9
2020-03-04,'300030,—Ù∆’“Ω¡∆,11.09,11.79,10.96,11.49,11.6,-0.51,-4.3966,10.3724,32029525,361988165.61,3424545588.35,3424545588.35
2020-03-03,'300030,—Ù∆’“Ω¡∆,11.6,12.1,11.0,11.27,11.84,-0.24,-2.027,16.7373,51683939,598799442.66,3582031454.0,3582031454.0
2020-03-02,'300030,—Ù∆’“Ω¡∆,11.84,12.3,10.8,12.25,11.51,0.33,2.8671,20.6967,63910561,749311462.94,3656142449.6,3656142449.6
2020-02-28,'300030,—Ù∆’“Ω¡∆,11.51,11.51,10.68,10.99,10.46,1.05,10.0382,17.3023,53428633,599164145.6,3554239830.65,3554239830.65
2020-02-27,'300030,—Ù∆’“Ω¡∆,10.46,11.17,10.29,10.9,11.27,-0.81,-7.1872,11.848,36586142,388424636.99,3230004224.9,3230004224.9
2020-02-26,'300030,—Ù∆’“Ω¡∆,11.27,12.41,10.78,11.69,11.65,-0.38,-3.2618,20.9552,64708808,746684684.07,3480128835.05,3480128835.05
2020-02-25,'300030,—Ù∆’“Ω¡∆,11.65,11.65,10.8,11.0,10.59,1.06,10.0094,20.1199,62129501,713602894.9,3597471244.75,3597471244.75
2020-02-24,'300030,—Ù∆’“Ω¡∆,10.59,10.59,9.92,10.0,9.63,0.96,9.9688,11.4838,35461438,370313254.25,3270147680.85,3270147680.85
