ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-26,'300699,¹âÍþ¸´²Ä,49.94,50.76,49.5,50.0,50.33,-0.39,-0.7749,0.9423,3043035,152483764.82,25886399000.0,16127326956.4
2020-03-25,'300699,¹âÍþ¸´²Ä,50.33,50.64,49.72,50.35,49.35,0.98,1.9858,1.5736,5081761,255169578.71,26088555500.0,16253271239.8
2020-03-24,'300699,¹âÍþ¸´²Ä,49.35,49.44,47.73,48.71,47.4,1.95,4.1139,1.7418,5624831,274079733.42,25580572500.0,15936795861.0
2020-03-23,'300699,¹âÍþ¸´²Ä,47.4,48.87,46.1,46.55,47.88,-0.48,-1.0025,1.8882,6097542,290693378.65,24569790000.0,15307074444.0
2020-03-20,'300699,¹âÍþ¸´²Ä,47.88,48.58,46.89,48.14,47.64,0.24,0.5038,1.2174,3931483,187613120.68,24818598000.0,15462082792.8
2020-03-19,'300699,¹âÍþ¸´²Ä,47.64,48.14,45.88,47.1,46.24,1.4,3.0277,1.8824,6078974,285354516.94,24694194000.0,15384578618.4
2020-03-18,'300699,¹âÍþ¸´²Ä,46.24,49.14,46.2,47.48,46.72,-0.48,-1.0274,1.9346,6247426,298000132.57,23968504000.0,14932470934.4
2020-03-17,'300699,¹âÍþ¸´²Ä,46.72,47.84,44.64,45.88,45.26,1.46,3.2258,2.5773,8322983,386369464.56,24217312000.0,15087479283.2
2020-03-16,'300699,¹âÍþ¸´²Ä,45.26,49.13,44.87,49.1,48.8,-3.54,-7.2541,2.6329,8502550,396416585.3,23460521000.0,14615995555.6
2020-03-13,'300699,¹âÍþ¸´²Ä,48.8,49.05,46.08,46.82,48.77,0.03,0.0615,2.3522,7596190,363745515.59,25295480000.0,15759182128.0
2020-03-12,'300699,¹âÍþ¸´²Ä,48.77,50.25,48.66,49.39,49.8,-1.03,-2.0683,1.3593,4389755,215655259.16,25279929500.0,15749494106.2
2020-03-11,'300699,¹âÍþ¸´²Ä,49.8,51.98,49.8,51.51,51.35,-1.55,-3.0185,1.6668,5382561,273936871.86,25813830000.0,16082116188.0
2020-03-10,'300699,¹âÍþ¸´²Ä,51.35,51.46,48.82,49.01,49.14,2.21,4.4974,2.0107,6493104,327011854.94,26617272500.0,16582663981.0
2020-03-09,'300699,¹âÍþ¸´²Ä,49.14,51.51,49.0,51.0,51.54,-2.4,-4.6566,2.0132,6501459,325866509.57,25471719000.0,15868979708.4
2020-03-06,'300699,¹âÍþ¸´²Ä,51.54,52.58,51.36,51.63,52.0,-0.46,-0.8846,0.963,3109978,161346292.54,26715759000.0,16644021452.4
2020-03-05,'300699,¹âÍþ¸´²Ä,52.0,53.4,51.0,53.0,52.16,-0.16,-0.3067,1.8229,5886695,306039702.19,26954200000.0,16792571120.0
2020-03-04,'300699,¹âÍþ¸´²Ä,52.16,53.33,51.32,52.03,52.38,-0.22,-0.42,1.5773,5093629,266121916.15,27037136000.0,16844240569.6
2020-03-03,'300699,¹âÍþ¸´²Ä,52.38,54.48,51.66,52.98,52.09,0.29,0.5567,2.8007,9044486,481567738.04,27151173000.0,16915286062.8
2020-03-02,'300699,¹âÍþ¸´²Ä,52.09,52.67,51.2,51.48,50.38,1.71,3.3942,2.0512,6624113,345038961.36,27000851500.0,16821635185.4
2020-02-28,'300699,¹âÍþ¸´²Ä,50.38,52.77,50.11,51.77,53.38,-3.0,-5.6201,2.4069,7772782,398677413.34,26114473000.0,16269417942.8
2020-02-27,'300699,¹âÍþ¸´²Ä,53.38,54.79,52.1,54.04,53.93,-0.55,-1.0198,1.8253,5894500,315355064.75,27669523000.0,17238220122.8
2020-02-26,'300699,¹âÍþ¸´²Ä,53.93,56.5,53.58,55.62,56.75,-2.82,-4.9692,2.8026,9050513,494378950.97,27954615500.0,17415833855.8
2020-02-25,'300699,¹âÍþ¸´²Ä,56.75,57.49,53.5,55.38,56.35,0.4,0.7098,3.5862,11581074,644365364.33,29416362500.0,18326507905.0
2020-02-24,'300699,¹âÍþ¸´²Ä,56.35,56.97,55.38,56.1,56.1,0.25,0.4456,2.0848,6732531,378864102.09,29209022500.0,18197334281.0
2020-02-21,'300699,¹âÍþ¸´²Ä,56.1,57.5,55.01,55.6,55.43,0.67,1.2087,2.1122,6821134,383204009.6,29079435000.0,18116600766.0
