ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-26,'600725,STÔÆÎ¬,2.25,2.3,2.23,2.3,2.3,-0.05,-2.1739,0.1639,2019864,4587896.0,2773057500.0,2773057500.0
2020-03-25,'600725,STÔÆÎ¬,2.3,2.32,2.27,2.27,2.25,0.05,2.2222,0.2825,3481870,7979808.0,2834681000.0,2834681000.0
2020-03-24,'600725,STÔÆÎ¬,2.25,2.27,2.23,2.24,2.23,0.02,0.8969,0.1585,1953664,4382240.0,2773057500.0,2773057500.0
2020-03-23,'600725,STÔÆÎ¬,2.23,2.28,2.22,2.27,2.29,-0.06,-2.6201,0.2225,2742617,6178066.0,2748408100.0,2748408100.0
2020-03-20,'600725,STÔÆÎ¬,2.29,2.3,2.24,2.26,2.24,0.05,2.2321,0.2252,2774980,6321137.0,2822356300.0,2822356300.0
2020-03-19,'600725,STÔÆÎ¬,2.24,2.27,2.2,2.22,2.24,0.0,0.0,0.3008,3707797,8295228.0,2760732800.0,2760732800.0
2020-03-18,'600725,STÔÆÎ¬,2.24,2.34,2.22,2.34,2.32,-0.08,-3.4483,0.4867,5998789,13702598.0,2760732800.0,2760732800.0
2020-03-17,'600725,STÔÆÎ¬,2.32,2.32,2.18,2.22,2.21,0.11,4.9774,0.477,5878975,13362591.0,2859330400.0,2859330400.0
2020-03-16,'600725,STÔÆÎ¬,2.21,2.33,2.2,2.32,2.28,-0.07,-3.0702,0.3574,4404869,9958648.0,2723758700.0,2723758700.0
2020-03-13,'600725,STÔÆÎ¬,2.28,2.32,2.21,2.21,2.32,-0.04,-1.7241,0.3026,3728879,8437454.0,2810031600.0,2810031600.0
2020-03-12,'600725,STÔÆÎ¬,2.32,2.37,2.3,2.36,2.39,-0.07,-2.9289,0.3159,3892914,9088719.0,2859330400.0,2859330400.0
2020-03-11,'600725,STÔÆÎ¬,2.39,2.42,2.35,2.35,2.35,0.04,1.7021,0.3205,3949608,9450395.0,2945603300.0,2945603300.0
2020-03-10,'600725,STÔÆÎ¬,2.35,2.38,2.25,2.3,2.34,0.01,0.4274,0.3942,4857977,11311973.0,2896304500.0,2896304500.0
2020-03-09,'600725,STÔÆÎ¬,2.34,2.44,2.27,2.32,2.34,0.0,0.0,0.4694,5784800,13691187.0,2883979800.0,2883979800.0
