ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-26,'002766,*STË÷Áâ,4.18,4.19,4.07,4.07,4.1,0.08,1.9512,0.5129,2009038,8341892.18,1762931778.52,1637423809.12
2020-03-25,'002766,*STË÷Áâ,4.1,4.17,4.07,4.14,4.06,0.04,0.9852,0.6995,2740000,11245867.0,1729191457.4,1606085554.4
2020-03-24,'002766,*STË÷Áâ,4.06,4.27,3.98,4.26,4.19,-0.13,-3.1026,1.3594,5325175,21705365.25,1712321296.84,1590416427.04
2020-03-23,'002766,*STË÷Áâ,4.19,4.5,4.19,4.26,4.41,-0.22,-4.9887,0.9663,3785200,16396463.0,1767149318.66,1641341090.96
2020-03-20,'002766,*STË÷Áâ,4.41,4.43,4.08,4.1,4.28,0.13,3.0374,1.8437,7222238,30266395.2,1859935201.74,1727521291.44
2020-03-19,'002766,*STË÷Áâ,4.28,4.47,4.28,4.4,4.5,-0.22,-4.8889,0.6114,2395000,10319098.0,1805107179.92,1676596627.52
2020-03-18,'002766,*STË÷Áâ,4.5,4.74,4.45,4.68,4.63,-0.13,-2.8078,1.0999,4308423,20010450.5,1897893063.0,1762776828.0
2020-03-17,'002766,*STË÷Áâ,4.63,4.93,4.63,4.83,4.87,-0.24,-4.9281,1.4839,5813002,27197838.28,1952721084.82,1813701491.92
2020-03-16,'002766,*STË÷Áâ,4.87,5.3,4.87,5.1,5.13,-0.26,-5.0682,1.8444,7225000,36106834.0,2053942048.18,1907716256.08
2020-03-13,'002766,*STË÷Áâ,5.13,5.38,4.91,4.91,5.16,-0.03,-0.5814,2.3287,9122102,47225672.95,2163598091.82,2009565583.92
2020-03-12,'002766,*STË÷Áâ,5.16,5.16,4.95,5.0,4.91,0.25,5.0916,2.455,9617102,48778017.3,2176250712.24,2021317429.44
2020-03-11,'002766,*STË÷Áâ,4.91,4.91,4.71,4.75,4.68,0.23,4.9145,1.4985,5870002,28329124.82,2070812208.74,1923385383.44
2020-03-10,'002766,*STË÷Áâ,4.68,4.8,4.54,4.63,4.78,-0.1,-2.0921,2.1262,8329019,38430770.92,1973808785.52,1833287901.12
2020-03-09,'002766,*STË÷Áâ,4.78,5.02,4.78,5.02,5.03,-0.25,-4.9702,1.5193,5951600,28776184.0,2015984186.92,1872460719.52
2020-03-06,'002766,*STË÷Áâ,5.03,5.2,4.97,5.1,5.22,-0.19,-3.6398,1.5869,6216300,31474003.0,2121422690.42,1970392765.52
2020-03-05,'002766,*STË÷Áâ,5.22,5.31,5.08,5.13,5.12,0.1,1.9531,1.8669,7313300,37993890.0,2201555953.08,2044821120.48
2020-03-04,'002766,*STË÷Áâ,5.12,5.18,4.95,5.06,5.05,0.07,1.3861,1.361,5331300,27057714.0,2159380551.68,2005648302.08
2020-03-03,'002766,*STË÷Áâ,5.05,5.37,5.04,5.3,5.31,-0.26,-4.8964,2.2463,8799500,45301576.12,2129857770.7,1978227329.2
2020-03-02,'002766,*STË÷Áâ,5.31,5.52,5.27,5.27,5.26,0.05,0.9506,1.5682,6143200,33209001.0,2239513814.34,2080076657.04
2020-02-28,'002766,*STË÷Áâ,5.26,5.46,5.26,5.31,5.54,-0.28,-5.0542,1.523,5966200,31550441.0,2218426113.64,2060490247.84
2020-02-27,'002766,*STË÷Áâ,5.54,5.9,5.44,5.59,5.73,-0.19,-3.3159,2.6505,10382800,57987523.0,2336517237.56,2170174139.36
2020-02-26,'002766,*STË÷Áâ,5.73,5.94,5.55,5.72,5.66,0.07,1.2367,2.8543,11181241,65178423.21,2416650500.22,2244602494.32
2020-02-25,'002766,*STË÷Áâ,5.66,5.66,5.31,5.38,5.39,0.27,5.0093,2.974,11650000,65331388.98,2387127719.24,2217181521.44
2020-02-24,'002766,*STË÷Áâ,5.39,5.39,5.0,5.11,5.13,0.26,5.0682,1.4413,5645802,29893505.78,2273254135.46,2111414911.76
2020-02-21,'002766,*STË÷Áâ,5.13,5.29,4.94,5.29,5.2,-0.07,-1.3462,2.4206,9482000,48132845.0,2163598091.82,2009565583.92
2020-02-20,'002766,*STË÷Áâ,5.2,5.57,5.11,5.57,5.3,-0.1,-1.8868,4.4258,17337202,93458817.94,2193120872.8,2036986556.8
2020-02-19,'002766,*STË÷Áâ,5.3,5.3,5.3,5.3,5.05,0.25,4.9505,0.1147,449200,2380760.0,2235296274.2,2076159375.2
2020-02-18,'002766,*STË÷Áâ,5.05,5.05,5.05,5.05,4.81,0.24,4.9896,0.2034,796900,4024345.0,2129857770.7,1978227329.2
2020-02-17,'002766,*STË÷Áâ,4.81,4.81,4.44,4.57,4.58,0.23,5.0218,1.1286,4421130,21040441.7,2028636807.34,1884212565.04
2020-02-14,'002766,*STË÷Áâ,4.58,4.59,4.22,4.34,4.38,0.2,4.5662,2.4358,9541830,42584783.2,1931633384.12,1794115082.72
2020-02-13,'002766,*STË÷Áâ,4.38,4.38,4.3,4.38,4.17,0.21,5.036,2.1323,8352730,36541414.8,1847282581.32,1715769445.92
2020-02-12,'002766,*STË÷Áâ,4.17,4.17,3.96,3.99,3.97,0.2,5.0378,0.5922,2319900,9521331.0,1758714238.38,1633506527.28
2020-02-11,'002766,*STË÷Áâ,3.97,4.03,3.94,4.01,4.02,-0.05,-1.2438,0.6249,2447800,9762451.0,1674363435.58,1555160890.48
2020-02-10,'002766,*STË÷Áâ,4.02,4.05,3.9,3.96,3.94,0.08,2.0305,0.9397,3681141,14665827.95,1695451136.28,1574747299.68
2020-02-07,'002766,*STË÷Áâ,3.94,4.1,3.9,4.05,4.09,-0.15,-3.6675,1.5664,6136100,24301942.0,1661710815.16,1543409044.96
2020-02-06,'002766,*STË÷Áâ,4.09,4.29,4.04,4.23,4.25,-0.16,-3.7647,1.9765,7742482,31746279.74,1724973917.26,1602168272.56
2020-02-05,'002766,*STË÷Áâ,4.25,4.33,4.18,4.19,4.25,0.0,0.0,1.5695,6148330,26144620.0,1792454559.5,1664844782.0
2020-02-04,'002766,*STË÷Áâ,4.25,4.34,3.92,3.92,4.13,0.12,2.9056,2.0535,8044146,33738315.32,1792454559.5,1664844782.0
2020-02-03,'002766,*STË÷Áâ,4.13,4.13,4.13,4.13,4.35,-0.22,-5.0575,0.2841,1112800,4595864.0,1741844077.82,1617837399.92
2020-01-23,'002766,*STË÷Áâ,4.35,4.41,4.17,4.31,4.27,0.08,1.8735,1.9186,7515812,32180928.32,1834629960.9,1704017600.4
2020-01-22,'002766,*STË÷Áâ,4.27,4.27,3.9,3.9,4.07,0.2,4.914,2.2011,8622241,36107248.74,1800889639.78,1672679345.68
2020-01-21,'002766,*STË÷Áâ,4.07,4.24,4.07,4.07,4.28,-0.21,-4.9065,1.2893,5050600,20588005.0,1716538836.98,1594333708.88
2020-01-20,'002766,*STË÷Áâ,4.28,4.6,4.28,4.41,4.5,-0.22,-4.8889,2.3125,9058600,39403907.18,1805107179.92,1676596627.52
2020-01-17,'002766,*STË÷Áâ,4.5,4.86,4.4,4.71,4.63,-0.13,-2.8078,3.8118,14931943,69627781.66,1897893063.0,1762776828.0
2020-01-16,'002766,*STË÷Áâ,4.63,4.63,4.5,4.59,4.41,0.22,4.9887,2.4726,9685830,44773219.6,1952721084.82,1813701491.92
2020-01-15,'002766,*STË÷Áâ,4.41,4.41,4.25,4.25,4.2,0.21,5.0,0.842,3298400,14501903.0,1859935201.74,1727521291.44
2020-01-14,'002766,*STË÷Áâ,4.2,4.25,3.94,3.99,4.07,0.13,3.1941,2.1462,8407400,34825118.0,1771366858.8,1645258372.8
2020-01-13,'002766,*STË÷Áâ,4.07,4.28,3.88,3.88,4.08,-0.01,-0.2451,4.7046,18429428,74360533.26,1716538836.98,1594333708.88
2020-01-10,'002766,*STË÷Áâ,4.08,4.08,4.08,4.08,3.89,0.19,4.8843,0.2442,956570,3902805.6,1720756377.12,1598250990.72
2020-01-09,'002766,*STË÷Áâ,3.89,3.89,3.84,3.88,3.7,0.19,5.1351,0.6276,2458600,9540729.0,1640623114.46,1523822635.76
2020-01-08,'002766,*STË÷Áâ,3.7,3.7,3.52,3.52,3.52,0.18,5.1136,2.0265,7938482,29012644.4,1560489851.8,1449394280.8
2020-01-07,'002766,*STË÷Áâ,3.52,3.52,3.38,3.48,3.35,0.17,5.0746,2.9619,11602750,40409883.5,1484574129.28,1378883207.68
2020-01-06,'002766,*STË÷Áâ,3.35,3.46,3.19,3.29,3.36,-0.01,-0.2976,2.3421,9174600,30269035.0,1412875946.9,1312289416.4
2020-01-03,'002766,*STË÷Áâ,3.36,3.47,3.24,3.39,3.3,0.06,1.8182,2.3749,9303100,31366981.0,1417093487.04,1316206698.24
