代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,今开,昨收,量比,换手率,市盈率,市净率
600256,广汇能源,2.69,-1.47%,-0.04,17.64万,4778.96万,1.47%,2.73,2.69,2.71,2.73,0.63,0.26%,19.23,1.13
601339,百隆东方,4.01,-1.47%,-0.06,7.15万,2883.50万,1.97%,4.08,4,4.07,4.07,1.22,0.48%,25.2,0.76
600649,城投控股,5.33,-1.48%,-0.08,3.66万,1962.64万,2.03%,5.43,5.32,5.42,5.41,0.84,0.14%,34.69,0.7
601567,三星医疗,6.65,-1.48%,-0.1,4.77万,3177.92万,1.78%,6.74,6.62,6.71,6.75,0.77,0.34%,9.47,1.12
600663,陆家嘴,10.57,-1.49%,-0.16,2.65万,2810.23万,1.96%,10.77,10.56,10.75,10.73,1.35,0.09%,13.95,2.3
603556,海兴电力,13.55,-1.53%,-0.21,1.14万,1561.52万,2.62%,13.89,13.53,13.7,13.76,1.37,0.23%,12.74,1.26
601577,长沙银行,9.02,-1.53%,-0.14,10.64万,9664.57万,2.40%,9.23,9.01,9.16,9.16,0.95,1.07%,5.45,0.82
600397,安源煤业,3.22,-1.53%,-0.05,28.57万,9378.07万,5.50%,3.36,3.18,3.27,3.27,0.79,2.89%,-10.63,5.05
601117,中国化学,5.79,-1.53%,-0.09,32.48万,1.89亿,1.70%,5.88,5.78,5.86,5.88,1.1,0.66%,7.72,0.84
600073,上海梅林,10.89,-1.54%,-0.17,19.72万,2.17亿,2.98%,11.18,10.85,11,11.06,0.97,2.10%,19.86,2.38
600231,凌钢股份,2.56,-1.54%,-0.04,32.24万,8422.78万,4.62%,2.67,2.55,2.6,2.6,1.14,1.16%,12.64,0.88
600398,海澜之家,6.39,-1.54%,-0.1,5.67万,3620.69万,3.24%,6.52,6.31,6.5,6.49,0.77,0.13%,16.05,2.17
600125,铁龙物流,5.75,-1.54%,-0.09,25.79万,1.50亿,3.77%,5.94,5.72,5.82,5.84,0.44,1.98%,15.05,1.21
600419,天润乳业,17.87,-1.54%,-0.28,33.55万,6.02亿,6.72%,18.55,17.33,18.01,18.15,3.63,12.49%,29.94,3.11
601007,金陵饭店,7.63,-1.55%,-0.12,8292,635.70万,1.68%,7.75,7.62,7.75,7.75,1.34,0.28%,113.94,1.52
688567,孚能科技,45.72,-1.55%,-0.72,6.18万,2.86亿,4.24%,47.5,45.53,47.25,46.44,0.69,4.24%,-125.27,4.84
600971,恒源煤电,6.35,-1.55%,-0.1,36.04万,2.32亿,6.05%,6.65,6.26,6.39,6.45,0.96,3.00%,13.97,0.85
603698,航天工程,12.06,-1.55%,-0.19,2.23万,2712.69万,1.63%,12.25,12.05,12.2,12.25,0.76,0.42%,67.04,2.3
600246,万通发展,6.98,-1.55%,-0.11,6.52万,4573.57万,2.68%,7.12,6.93,7.08,7.09,1.2,0.32%,234.85,2
600837,海通证券,12.69,-1.55%,-0.2,52.66万,6.76亿,2.40%,12.97,12.66,12.93,12.89,0.96,0.65%,14.62,1.07
601997,贵阳银行,7.6,-1.55%,-0.12,21.36万,1.64亿,1.94%,7.75,7.6,7.74,7.72,1,0.69%,4.3,0.67
603315,福鞍股份,11.36,-1.56%,-0.18,1.17万,1336.06万,2.43%,11.57,11.29,11.57,11.54,1.56,0.53%,35.92,2.6
600999,招商证券,23.94,-1.56%,-0.38,44.14万,10.64亿,3.25%,24.6,23.81,24.27,24.32,0.79,0.59%,21.47,2.27
600713,南京医药,4.4,-1.57%,-0.07,3.50万,1549.61万,2.01%,4.49,4.4,4.49,4.47,1.23,0.39%,12.16,1.09
600025,华能水电,4.4,-1.57%,-0.07,25.75万,1.14亿,2.46%,4.48,4.37,4.44,4.47,1.32,0.14%,13.66,1.64
605376,博迁新材,44.39,-1.62%,-0.73,10.38万,4.64亿,7.00%,46.36,43.2,45.67,45.12,0.97,15.88%,75.3,8.42
600981,汇鸿集团,3.03,-1.62%,-0.05,3.79万,1157.95万,2.27%,3.1,3.03,3.09,3.08,0.92,0.17%,31.78,1.27
688466,金科环境,24.83,-1.62%,-0.41,8112,2029.80万,6.26%,25.93,24.35,25.44,25.24,1.98,3.32%,55,2.75
600697,欧亚集团,13.32,-1.62%,-0.22,7905,1061.92万,1.99%,13.59,13.32,13.59,13.54,0.88,0.51%,23.01,0.78
600868,梅雁吉祥,3.02,-1.63%,-0.05,16.95万,5139.40万,1.95%,3.07,3.01,3.07,3.07,0.61,0.89%,139.76,2.44
600837,海通证券,12.68,-1.63%,-0.21,52.68万,6.76亿,2.40%,12.97,12.66,12.93,12.89,0.95,0.65%,14.61,1.07
600100,同方股份,6.03,-1.63%,-0.1,8.84万,5360.39万,1.47%,6.12,6.03,6.11,6.13,1.21,0.30%,-75.98,1.14
603997,继峰股份,7.23,-1.63%,-0.12,2.39万,1739.49万,2.59%,7.41,7.22,7.36,7.35,0.55,0.31%,-18.84,1.85
603698,航天工程,12.05,-1.63%,-0.2,2.24万,2714.62万,1.63%,12.25,12.05,12.2,12.25,0.76,0.42%,66.98,2.3
600275,ST昌鱼,2.41,-1.63%,-0.04,1.74万,420.79万,2.45%,2.46,2.4,2.45,2.45,1.16,0.34%,-42.51,11.01
601577,长沙银行,9.01,-1.64%,-0.15,10.64万,9669.79万,2.40%,9.23,9.01,9.16,9.16,0.95,1.07%,5.44,0.82
601519,大智慧,10.21,-1.64%,-0.17,33.44万,3.44亿,3.08%,10.47,10.15,10.4,10.38,0.7,1.68%,978.48,13.76
688050,爱博医疗,180,-1.64%,-3,3901,7091.28万,2.70%,184.95,180,183,183,0.74,1.81%,206.73,12.7
600820,隧道股份,5.4,-1.64%,-0.09,8.98万,4884.31万,2.19%,5.51,5.39,5.49,5.49,1.01,0.29%,10.09,0.76
600774,汉商集团,13.18,-1.64%,-0.22,1.06万,1395.91万,4.78%,13.38,12.74,13.38,13.4,1.74,0.47%,-32,5.43
600869,远东股份,3.59,-1.64%,-0.06,14.49万,5301.58万,4.38%,3.74,3.58,3.64,3.65,0.57,0.65%,34.28,1.58
600284,浦东建设,5.98,-1.64%,-0.1,2.53万,1522.84万,1.48%,6.07,5.98,6.06,6.08,1.31,0.26%,17.15,0.93
600368,五洲交通,3.58,-1.65%,-0.06,6.01万,2172.84万,2.47%,3.67,3.58,3.64,3.64,0.84,0.53%,6.3,0.85
600068,葛洲坝,6.56,-1.65%,-0.11,20.11万,1.33亿,1.95%,6.69,6.56,6.69,6.67,1.3,0.44%,9.01,0.94
603165,荣晟环保,12.47,-1.66%,-0.21,9328,1167.70万,2.05%,12.68,12.42,12.65,12.68,1.22,0.37%,13.78,2.08
603165,荣晟环保,12.47,-1.66%,-0.21,9328,1167.70万,2.05%,12.68,12.42,12.65,12.68,1.22,0.37%,13.78,2.08
600867,通化东宝,13.04,-1.66%,-0.22,11.43万,1.49亿,2.19%,13.26,12.97,13.21,13.26,1,0.56%,26.32,5.02
600578,京能电力,2.96,-1.66%,-0.05,4.91万,1459.03万,1.33%,3,2.96,3,3.01,0.53,0.07%,11.71,0.83
600649,城投控股,5.32,-1.66%,-0.09,3.79万,2031.80万,2.03%,5.43,5.32,5.42,5.41,0.87,0.15%,34.62,0.7
688133,泰坦科技,112.28,-1.66%,-1.9,7283,8204.70万,6.91%,117.99,110.1,115,114.18,0.94,4.68%,126.48,6.17
600308,华泰股份,5.31,-1.67%,-0.09,19.73万,1.06亿,2.59%,5.44,5.3,5.37,5.4,1.72,1.69%,9.41,0.73
600283,钱江水利,10.02,-1.67%,-0.17,8087,812.57万,1.67%,10.17,10,10.15,10.19,1,0.23%,29.5,1.82
600603,广汇物流,4.7,-1.67%,-0.08,3.73万,1761.61万,1.88%,4.77,4.68,4.76,4.78,1.66,0.30%,13.21,0.94
600021,上海电力,7.04,-1.68%,-0.12,4.49万,3179.91万,1.68%,7.16,7.04,7.16,7.16,0.79,0.19%,11.45,1.1
600332,白云山,29.91,-1.68%,-0.51,6.61万,1.99亿,2.70%,30.72,29.9,30.61,30.42,1.06,0.47%,13.72,1.88
601010,文峰股份,2.9,-1.69%,-0.05,3.78万,1101.78万,1.69%,2.95,2.9,2.95,2.95,1.26,0.20%,25.76,1.13
600292,远达环保,7.53,-1.70%,-0.13,90.14万,7.31亿,11.88%,8.43,7.52,8,7.66,1.88,11.54%,77.02,1.15
601015,陕西黑猫,4.05,-1.70%,-0.07,34.55万,1.41亿,5.58%,4.21,3.98,4.07,4.12,0.85,2.12%,201.4,1.2
603817,海峡环保,5.78,-1.70%,-0.1,1.09万,636.29万,1.53%,5.87,5.78,5.85,5.88,1.51,0.24%,19.82,1.52
600083,*ST博信,5.19,-1.70%,-0.09,3781,196.76万,2.27%,5.29,5.17,5.29,5.28,0.3,0.17%,-43.53,-56.03
600971,恒源煤电,6.34,-1.71%,-0.11,36.08万,2.33亿,6.05%,6.65,6.26,6.39,6.45,0.95,3.01%,13.95,0.85
601216,君正集团,4.61,-1.71%,-0.08,113.32万,5.38亿,5.76%,4.88,4.61,4.71,4.69,1.01,1.34%,13.99,2.16
601008,连云港,4.03,-1.71%,-0.07,26.58万,1.09亿,4.88%,4.22,4.02,4.06,4.1,0.48,2.62%,283.27,1.28
603221,爱丽家居,12.66,-1.71%,-0.22,9962,1260.64万,2.56%,12.88,12.55,12.81,12.88,1.89,1.66%,36.83,2.12
600651,*ST飞乐,3.45,-1.71%,-0.06,3.21万,1117.44万,1.99%,3.52,3.45,3.51,3.51,0.99,0.33%,9.44,2.97
603221,爱丽家居,12.66,-1.71%,-0.22,9983,1263.30万,2.56%,12.88,12.55,12.81,12.88,1.9,1.66%,36.83,2.12
600651,*ST飞乐,3.45,-1.71%,-0.06,3.21万,1117.44万,1.99%,3.52,3.45,3.51,3.51,0.99,0.33%,9.44,2.97
601339,百隆东方,4,-1.72%,-0.07,7.25万,2920.27万,1.97%,4.08,4,4.07,4.07,1.23,0.48%,25.14,0.76
603555,*ST贵人,2.28,-1.72%,-0.04,3.58万,835.41万,6.90%,2.42,2.26,2.37,2.32,2.03,0.57%,-4.15,10.06
600215,*ST经开,5.11,-1.73%,-0.09,1.26万,643.89万,2.12%,5.19,5.08,5.18,5.2,1.28,0.27%,20.95,0.96
600376,首开股份,5.67,-1.73%,-0.1,2.67万,1523.23万,2.43%,5.8,5.66,5.8,5.77,0.81,0.10%,7.98,0.59
601519,大智慧,10.2,-1.73%,-0.18,33.49万,3.44亿,3.08%,10.47,10.15,10.4,10.38,0.7,1.68%,977.52,13.74
600867,通化东宝,13.03,-1.73%,-0.23,11.43万,1.49亿,2.19%,13.26,12.97,13.21,13.26,1,0.56%,26.3,5.01
603379,三美股份,18.07,-1.74%,-0.32,1.47万,2665.12万,2.12%,18.45,18.06,18.4,18.39,0.86,0.76%,38.82,2.22
600566,济川药业,20.26,-1.75%,-0.36,2.44万,4960.92万,2.52%,20.72,20.2,20.63,20.62,1.11,0.30%,14.07,2.06
600716,凤凰股份,3.93,-1.75%,-0.07,1.96万,775.55万,2.50%,4.02,3.92,4.02,4,1.17,0.21%,44.99,0.62
600648,外高桥,13.46,-1.75%,-0.24,1.86万,2517.56万,1.82%,13.71,13.46,13.69,13.7,1.12,0.20%,25.64,1.43
601019,山东出版,5.59,-1.76%,-0.1,1.58万,889.54万,2.11%,5.7,5.58,5.69,5.69,0.86,0.08%,11.76,1.07
601326,秦港股份,2.79,-1.76%,-0.05,8.68万,2454.75万,2.82%,2.87,2.79,2.82,2.84,0.82,0.18%,12.1,1.02
601588,北辰实业,2.23,-1.76%,-0.04,6.67万,1495.42万,2.20%,2.27,2.22,2.26,2.27,1.06,0.25%,43.74,0.53
603195,公牛集团,222.3,-1.76%,-3.99,1.39万,3.13亿,2.90%,228.58,222.02,225.87,226.29,0.98,2.32%,62.63,15.93
688567,孚能科技,45.62,-1.77%,-0.82,6.24万,2.88亿,4.24%,47.5,45.53,47.25,46.44,0.7,4.28%,-124.99,4.83
603997,继峰股份,7.22,-1.77%,-0.13,2.39万,1743.47万,2.59%,7.41,7.22,7.36,7.35,0.55,0.31%,-18.81,1.85
600917,重庆燃气,6.65,-1.77%,-0.12,1.26万,841.34万,2.36%,6.78,6.62,6.77,6.77,0.81,0.08%,26.8,2.36
603639,海利尔,19.89,-1.78%,-0.36,7967,1592.47万,2.07%,20.3,19.88,20.26,20.25,1.21,0.34%,10.64,1.86
600654,ST中安,1.65,-1.79%,-0.03,3.68万,607.25万,4.17%,1.69,1.62,1.68,1.68,0.98,0.49%,-6.18,52.35
600637,东方明珠,8.78,-1.79%,-0.16,7.73万,6856.76万,2.80%,9,8.75,8.99,8.94,1.62,0.23%,17.2,1.02
603530,神马电力,21.4,-1.79%,-0.39,1.17万,2536.62万,4.13%,22.25,21.35,21.83,21.79,0.7,2.91%,58.85,7.81
603786,科博达,63.05,-1.79%,-1.15,9205,5841.10万,3.22%,64.66,62.59,63.76,64.2,0.8,2.30%,58.99,7.34
600540,新赛股份,5.48,-1.79%,-0.1,10.87万,6021.84万,3.05%,5.64,5.47,5.54,5.58,0.87,2.31%,1042.28,3.85
600629,华建集团,7.66,-1.79%,-0.14,9385,724.43万,2.95%,7.88,7.65,7.8,7.8,1.44,0.18%,12.08,1.33
600212,*ST江泉,3.28,-1.80%,-0.06,4.76万,1558.57万,3.89%,3.36,3.23,3.35,3.34,1.64,0.93%,163.44,6.98
600704,物产中大,4.37,-1.80%,-0.08,17.04万,7517.65万,1.80%,4.45,4.37,4.45,4.45,0.63,0.34%,6.71,0.9
600848,上海临港,19.52,-1.81%,-0.36,1.91万,3746.34万,2.21%,19.95,19.51,19.9,19.88,1.14,0.16%,25.3,2.86
603165,荣晟环保,12.45,-1.81%,-0.23,9364,1172.19万,2.05%,12.68,12.42,12.65,12.68,1.22,0.37%,13.76,2.07
600761,安徽合力,13.94,-1.83%,-0.26,3.77万,5317.29万,3.03%,14.35,13.92,14.2,14.2,0.94,0.51%,13.15,1.95
601952,苏垦农发,14.43,-1.84%,-0.27,23.28万,3.36亿,3.61%,14.72,14.19,14.5,14.7,0.87,1.69%,28.54,3.23
600612,老凤祥,45.31,-1.84%,-0.85,1.07万,4878.11万,2.08%,46.27,45.31,45.8,46.16,1.03,0.34%,14.42,3.1
600598,北大荒,19.19,-1.84%,-0.36,17.78万,3.43亿,2.56%,19.55,19.05,19.4,19.55,0.73,1.00%,24.65,4.87
600234,ST山水,9.03,-1.85%,-0.17,2001,181.03万,2.17%,9.2,9,9.12,9.2,1.23,0.10%,46.68,17.77
600965,福成股份,5.83,-1.85%,-0.11,3.01万,1777.14万,3.54%,6.02,5.81,5.95,5.94,0.9,0.37%,41.1,2.38
600458,时代新材,8.97,-1.86%,-0.17,13.50万,1.22亿,4.38%,9.32,8.92,9.05,9.14,1.1,1.68%,34.97,1.55
600054,黄山旅游,8.44,-1.86%,-0.16,2.28万,1938.58万,2.33%,8.63,8.43,8.56,8.6,0.94,0.44%,-96.32,1.42
600283,钱江水利,10,-1.86%,-0.19,8100,813.87万,1.67%,10.17,10,10.15,10.19,1,0.23%,29.44,1.81
603567,珍宝岛,11.02,-1.87%,-0.21,1.09万,1210.76万,2.23%,11.27,11.02,11.27,11.23,1.81,0.13%,29.14,1.77
600283,钱江水利,10,-1.86%,-0.19,8100,813.87万,1.67%,10.17,10,10.15,10.19,1,0.23%,29.44,1.81
603567,珍宝岛,11.02,-1.87%,-0.21,1.09万,1214.29万,2.23%,11.27,11.02,11.27,11.23,1.81,0.13%,29.14,1.77
601107,四川成渝,3.14,-1.88%,-0.06,2.52万,798.68万,1.88%,3.2,3.14,3.19,3.2,1.45,0.12%,27.26,0.63
600939,重庆建工,3.65,-1.88%,-0.07,1.96万,724.61万,2.96%,3.75,3.64,3.7,3.72,1.44,0.11%,30.75,0.96
600603,广汇物流,4.69,-1.88%,-0.09,3.75万,1772.06万,1.88%,4.77,4.68,4.76,4.78,1.67,0.30%,13.19,0.94
601566,九牧王,10.94,-1.88%,-0.21,2.19万,2394.29万,3.68%,11.21,10.8,11.2,11.15,1.26,0.38%,17.11,1.52
605111,新洁能,192.3,-1.89%,-3.7,1.69万,3.21亿,4.17%,194.18,186,193,196,0.8,6.69%,144.59,17.35
601800,中国交建,7.27,-1.89%,-0.14,33.67万,2.47亿,2.29%,7.43,7.26,7.36,7.41,1.37,0.29%,8.75,0.58
600366,宁波韵升,6.22,-1.89%,-0.12,16.59万,1.04亿,2.52%,6.35,6.19,6.35,6.34,1.07,1.68%,32.65,1.42
600833,第一医药,9.84,-1.89%,-0.19,8865,876.08万,2.79%,10.1,9.82,10.1,10.03,0.98,0.40%,28.54,2.92
600261,阳光照明,3.61,-1.90%,-0.07,12.60万,4571.40万,2.45%,3.69,3.6,3.67,3.68,0.94,0.87%,8.87,1.36
600606,绿地控股,5.67,-1.90%,-0.11,28.82万,1.66亿,3.46%,5.86,5.66,5.79,5.78,1.17,0.24%,4.3,0.85
600376,首开股份,5.66,-1.91%,-0.11,2.68万,1529.41万,2.43%,5.8,5.66,5.8,5.77,0.81,0.10%,7.96,0.59
601368,绿城水务,5.13,-1.91%,-0.1,2.09万,1074.94万,2.68%,5.25,5.11,5.24,5.23,1.67,0.24%,15.18,1.04
601098,中南传媒,9.21,-1.92%,-0.18,4.56万,4243.25万,2.34%,9.41,9.19,9.4,9.39,0.87,0.25%,12.28,1.22
603238,诺邦股份,29.15,-1.92%,-0.57,8999,2636.71万,1.95%,29.66,29.08,29.66,29.72,1.41,0.75%,12.56,3.34
600917,重庆燃气,6.64,-1.92%,-0.13,1.28万,853.89万,2.36%,6.78,6.62,6.77,6.77,0.83,0.08%,26.76,2.35
601718,际华集团,3.06,-1.92%,-0.06,26.41万,8144.52万,2.24%,3.12,3.05,3.1,3.12,1.02,0.60%,345.91,0.75
600844,丹化科技,3.57,-1.92%,-0.07,29.01万,1.05亿,5.22%,3.73,3.54,3.68,3.64,0.63,3.53%,-12.01,2.47
603685,晨丰科技,10.7,-1.92%,-0.21,5719,616.01万,2.93%,11.02,10.7,10.91,10.91,1.99,0.34%,26.75,1.73
600981,汇鸿集团,3.02,-1.95%,-0.06,3.81万,1163.75万,2.60%,3.1,3.02,3.09,3.08,0.92,0.17%,31.68,1.27
603066,音飞储存,8.05,-1.95%,-0.16,3.38万,2776.37万,4.38%,8.4,8.04,8.24,8.21,0.97,1.12%,23.5,2.37
600868,梅雁吉祥,3.01,-1.95%,-0.06,17.27万,5236.45万,1.95%,3.07,3.01,3.07,3.07,0.62,0.91%,139.3,2.43
600755,厦门国贸,6.51,-1.96%,-0.13,10.31万,6750.44万,1.96%,6.63,6.5,6.63,6.64,1.34,0.56%,4.84,0.84
600343,航天动力,10.49,-1.96%,-0.21,19.30万,2.04亿,4.58%,10.8,10.31,10.45,10.7,1.19,3.02%,3632.9,3.17
600458,时代新材,8.96,-1.97%,-0.18,13.54万,1.23亿,4.38%,9.32,8.92,9.05,9.14,1.1,1.69%,34.93,1.55
600683,京投发展,3.98,-1.97%,-0.08,1.60万,640.16万,2.71%,4.04,3.93,4.04,4.06,1.05,0.22%,22.92,0.95
600290,*ST华仪,2.47,-1.98%,-0.05,11.68万,2942.80万,4.76%,2.57,2.45,2.49,2.52,0.91,1.54%,-14.84,1.79
600708,光明地产,2.46,-1.99%,-0.05,8.46万,2113.11万,2.79%,2.53,2.46,2.51,2.51,1.9,0.38%,-52.7,0.5
600665,天地源,2.94,-2.00%,-0.06,9.18万,2688.93万,3.67%,3,2.89,2.99,3,2.42,1.06%,14.41,0.68
600389,江山股份,21.56,-2.00%,-0.44,1.87万,4087.70万,5.86%,22.29,21,21.8,22,1.38,0.63%,18.41,3.43
601390,中国中铁,5.38,-2.00%,-0.11,77.56万,4.22亿,2.73%,5.52,5.37,5.45,5.49,1.55,0.38%,5.43,0.65
600639,浦东金桥,12.22,-2.00%,-0.25,1.65万,2046.21万,2.41%,12.51,12.21,12.51,12.47,0.85,0.19%,14.99,1.33
601138,工业富联,13.59,-2.02%,-0.28,24.52万,3.37亿,2.81%,13.92,13.53,13.79,13.87,1.13,0.85%,23,2.84
600965,福成股份,5.82,-2.02%,-0.12,3.01万,1778.42万,3.54%,6.02,5.81,5.95,5.94,0.9,0.37%,41.03,2.37
603707,健友股份,33.82,-2.03%,-0.7,1.87万,6382.73万,2.69%,34.73,33.8,34.59,34.52,0.56,0.20%,38.65,9.22
600501,航天晨光,10.62,-2.03%,-0.22,8.69万,9218.13万,2.95%,10.8,10.48,10.76,10.84,1.04,2.06%,203.66,2.08
600698,ST天雁,2.41,-2.03%,-0.05,4.90万,1208.89万,4.07%,2.51,2.41,2.44,2.46,0.93,0.66%,563.8,3.32
603010,万盛股份,23.56,-2.04%,-0.49,2.70万,6401.53万,2.12%,24.02,23.51,23.8,24.05,0.84,0.78%,26.61,5.65
603790,雅运股份,11.05,-2.04%,-0.23,7784,868.83万,3.01%,11.35,11.01,11.21,11.28,1.42,1.26%,30.86,1.86
603707,健友股份,33.81,-2.06%,-0.71,1.87万,6394.56万,2.69%,34.73,33.8,34.59,34.52,0.56,0.20%,38.63,9.22
600109,国金证券,16.59,-2.07%,-0.35,64.33万,10.84亿,3.42%,17.08,16.5,16.86,16.94,0.76,2.13%,24.04,2.27
600838,上海九百,6.63,-2.07%,-0.14,1.74万,1160.60万,2.07%,6.77,6.63,6.75,6.77,1.16,0.43%,49.09,1.97
600963,岳阳林纸,4.26,-2.07%,-0.09,19.99万,8589.42万,2.76%,4.36,4.24,4.33,4.35,1.19,1.11%,21.53,0.91
600052,浙江广厦,2.84,-2.07%,-0.06,2.34万,670.98万,1.72%,2.89,2.84,2.89,2.9,0.75,0.28%,159.73,0.7
688111,金山办公,389.72,-2.07%,-8.24,1.88万,7.38亿,3.74%,400.88,386,397.42,397.96,1.03,0.87%,226.35,27.53
603719,良品铺子,64.57,-2.08%,-1.37,2.06万,1.32亿,3.18%,65.7,63.6,65.1,65.94,1.22,5.01%,73.66,12.93
600475,华光环能,11.31,-2.08%,-0.24,1.28万,1465.25万,2.34%,11.58,11.31,11.55,11.55,1.42,0.24%,11.22,1.06
600278,东方创业,8.95,-2.08%,-0.19,1.41万,1273.82万,2.19%,9.15,8.95,9.1,9.14,0.94,0.27%,35.41,1.12
603818,曲美家居,8,-2.08%,-0.17,2.23万,1785.35万,4.90%,8.29,7.89,8.29,8.17,0.97,0.46%,112.15,2.3
603160,汇顶科技,148.84,-2.09%,-3.17,2.98万,4.46亿,2.29%,151.93,148.45,151.5,152.01,0.89,0.66%,46.45,9.08
603238,诺邦股份,29.1,-2.09%,-0.62,9012,2640.50万,1.95%,29.66,29.08,29.66,29.72,1.41,0.75%,12.54,3.33
600085,同仁堂,24.87,-2.09%,-0.53,15.58万,3.89亿,3.46%,25.5,24.62,25.24,25.4,1.18,1.14%,35.78,3.57
600699,均胜电子,25.76,-2.09%,-0.55,22.17万,5.78亿,3.84%,26.66,25.65,26.34,26.31,1.1,1.79%,-93.71,2.45
688008,澜起科技,85.95,-2.10%,-1.84,5.12万,4.45亿,4.21%,89,85.3,87.45,87.79,1.05,1.22%,82.97,12.23
600511,国药股份,47.56,-2.10%,-1.02,15.29万,7.31亿,2.41%,48.56,47.39,48.56,48.58,0.56,2.76%,26.79,3.24
600539,ST狮头,6.99,-2.10%,-0.15,2921,204.99万,3.22%,7.18,6.95,7.17,7.14,0.81,0.13%,244.62,3.87
601368,绿城水务,5.12,-2.10%,-0.11,2.20万,1134.53万,2.68%,5.25,5.11,5.24,5.23,1.76,0.26%,15.15,1.04
600227,圣济堂,2.79,-2.11%,-0.06,4.75万,1339.44万,3.16%,2.87,2.78,2.85,2.85,1.09,0.37%,84.85,1.47
601019,山东出版,5.57,-2.11%,-0.12,1.62万,911.19万,2.28%,5.7,5.57,5.69,5.69,0.87,0.08%,11.71,1.07
600227,圣济堂,2.79,-2.11%,-0.06,4.75万,1339.44万,3.16%,2.87,2.78,2.85,2.85,1.09,0.37%,84.85,1.47
603719,良品铺子,64.55,-2.11%,-1.39,2.06万,1.32亿,3.18%,65.7,63.6,65.1,65.94,1.22,5.01%,73.63,12.93
600755,厦门国贸,6.5,-2.11%,-0.14,10.32万,6759.03万,1.96%,6.63,6.5,6.63,6.64,1.33,0.56%,4.83,0.84
603360,百傲化学,14.85,-2.11%,-0.32,1.55万,2314.74万,2.90%,15.22,14.78,15.14,15.17,0.93,0.59%,16.28,3.49
600970,中材国际,6.96,-2.11%,-0.15,14.77万,1.04亿,3.23%,7.16,6.93,7.09,7.11,0.96,0.85%,8.83,1.14
600522,中天科技,10.66,-2.11%,-0.23,26.89万,2.88亿,2.57%,10.9,10.62,10.9,10.89,0.93,0.88%,15.48,1.49
601816,京沪高铁,5.56,-2.11%,-0.12,40.46万,2.26亿,1.94%,5.66,5.55,5.66,5.68,1.31,1.26%,110.78,1.5
600816,*ST安信,1.39,-2.11%,-0.03,13.61万,1899.01万,2.82%,1.42,1.38,1.41,1.42,0.65,0.26%,-1.49,1.99
600415,小商品城,5.99,-2.12%,-0.13,94.98万,5.77亿,6.05%,6.3,5.93,5.97,6.12,0.71,1.74%,22.04,2.4
600228,ST昌九,10.58,-2.13%,-0.23,1.44万,1536.72万,6.29%,10.98,10.3,10.81,10.81,1.1,0.60%,-501.19,49.87
600421,ST华嵘,9.17,-2.13%,-0.2,2755,256.65万,3.74%,9.52,9.17,9.52,9.37,0.59,0.14%,-750.64,76.6
600675,中华企业,3.2,-2.14%,-0.07,3.84万,1243.52万,3.06%,3.28,3.18,3.26,3.27,1.01,0.17%,23.27,1.3
600056,中国医药,14.15,-2.14%,-0.31,7.14万,1.02亿,2.42%,14.46,14.11,14.46,14.46,1.19,0.67%,9.16,1.52
603717,天域生态,8.65,-2.15%,-0.19,1.22万,1061.55万,2.15%,8.79,8.6,8.7,8.84,0.55,0.50%,-95.43,1.5
600343,航天动力,10.47,-2.15%,-0.23,19.35万,2.04亿,4.58%,10.8,10.31,10.45,10.7,1.18,3.03%,3625.98,3.16
600939,重庆建工,3.64,-2.15%,-0.08,1.97万,727.68万,2.96%,3.75,3.64,3.7,3.72,1.43,0.11%,30.66,0.96
603458,勘设股份,13.63,-2.15%,-0.3,1.27万,1757.77万,2.94%,14.03,13.62,13.9,13.93,0.79,0.54%,8.61,1.18
600710,苏美达,5.44,-2.16%,-0.12,11.52万,6321.65万,3.42%,5.61,5.42,5.56,5.56,0.83,0.88%,10.18,1.36
600979,广安爱众,3.17,-2.16%,-0.07,7.42万,2357.07万,2.78%,3.25,3.16,3.22,3.24,0.73,0.60%,17.54,0.99
603297,永新光学,38.93,-2.16%,-0.86,5808,2272.36万,3.92%,40.16,38.6,39.67,39.79,0.95,1.14%,34.16,3.56
600063,皖维高新,3.65,-2.14%,-0.08,14.84万,5486.73万,2.41%,3.73,3.64,3.72,3.73,1.2,0.77%,14.5,1.26
600343,航天动力,10.47,-2.15%,-0.23,19.36万,2.04亿,4.58%,10.8,10.31,10.45,10.7,1.18,3.03%,3625.98,3.16
600939,重庆建工,3.64,-2.15%,-0.08,1.97万,727.68万,2.96%,3.75,3.64,3.7,3.72,1.43,0.11%,30.66,0.96
603458,勘设股份,13.63,-2.15%,-0.3,1.27万,1761.59万,2.94%,14.03,13.62,13.9,13.93,0.79,0.54%,8.61,1.18
600710,苏美达,5.44,-2.16%,-0.12,11.52万,6321.71万,3.42%,5.61,5.42,5.56,5.56,0.83,0.88%,10.18,1.36
688009,中国通号,5.89,-2.16%,-0.13,21.01万,1.25亿,2.16%,6.01,5.88,6,6.02,1.07,1.06%,17.64,1.61
600979,广安爱众,3.17,-2.16%,-0.07,7.42万,2357.45万,2.78%,3.25,3.16,3.22,3.24,0.73,0.60%,17.54,0.99
603297,永新光学,38.93,-2.16%,-0.86,5808,2272.36万,3.92%,40.16,38.6,39.67,39.79,0.95,1.14%,34.16,3.56
